,,,"North Dakota century code : containing statutes of a general and permanent nature ...","N D Century Code N D","North Dakota century code, annotated","N D Century Code N D"
0342-2259,,0342-2259,"<Der >Landkreis.",Landkreis,,Landkreis
0569-9789,,0569-9789,"Analecta Calasanctiana.","Analecta Calas","Suplemento de Revista calasancia (Miscelanea)","Analecta Calas"
0071-1675,,0071-1675,"Estudios de cultura náhuatl.","Estud Cult Nahuatl",,"Estud Cult Nahuatl"
0015-8453,,,"Forum; revista invatamintului superior.","Forum Rev Invat Super",,"Forum Rev Invat Super"
0131-7741,,0131-7741,"Ėkonomika Sovetskoĭ Ukrainy.","Ekon Sov Ukr","Ekonomika Radi︠an︡sʹkoĭ Ukraïny.","Ekon Sov Ukr"
0004-1157,,0004-1157,"Das Argument.",Argument,"Berliner Hefte für Probleme der Gesellschaft.",Argument
0085-0756,,0085-0756,Folk.,Folk,,Folk
0568-000X,,0568-000X,"Advances in mass spectrometry.","Adv Mass Spectrom",,"Adv Mass Spectrom"
0027-9501,,0027-9501,"National Institute economic review.","Natl Inst Econ Rev",,"Natl Inst Econ Rev"
0019-2201,,0019-2201,"Illinois research.","Ill Res",,"Ill Res"
0038-0296,,0038-0296,"Sociologie du travail.","Sociol Trav",,"Sociol Trav"
0029-0092,,0029-0092,"The Nigerian journal of economic and social studies.","Niger J Econ Soc Stud",,"Niger J Econ Soc Stud"
0067-5830,,0067-5830,"Berkeley journal of sociology.","Berkeley J Sociol",,"Berkeley J Sociol"
0043-5562,,0043-5562,"Willamette law journal.","Willamette Law J",,"Willamette Law J"
0068-1849,,0068-1849,"University of British Columbia law review.","Univ B C Law Rev","U.B.C. law review","Univ B C Law Rev"
0006-7954,,0006-7954,"Boston College industrial and commercial law review.","Boston Coll Ind Commer Law Rev",,"Boston Coll Ind Commer Law Rev"
0004-7104,,0004-7104,"Atomic energy law journal.","At Energy Law J",,"At Energy Law J"
0004-153X,,0004-153X,"Arizona law review.","Ariz Law Rev",,"Ariz Law Rev"
0032-0633,,0032-0633,"Planetary and space science.","Planet Space Sci",,"Planet Space Sci"
0039-3037,,0039-3037,"Studi storici.","Stud Stor",,"Stud Stor"
0081-8844,,0081-8844,"Studii clasice.","Stud Cl",,"Stud Cl"
0585-2560,,0585-2560,Sterkiana.,Sterkiana,,Sterkiana
0040-4691,,0040-4691,"Texas studies in literature and language.","Texas Stud Lit Lang",TSLL,"Texas Stud Lit Lang"
0039-6338,,0039-6338,Survival.,"Survival (Lond)",,"Survival (Lond)"
0035-7995,,0035-7995,"Romance notes.","Roman Notes",,"Roman Notes"
0511-4772,,0511-4772,"Wen wu.","Wen Wu","Cultural relics","Wen Wu"
,,,"Voenno-istoricheskii zhurnal.","Voen Istor Zh",,"Voen Istor Zh"
0029-9375,,0029-9375,"Österreichische Osthefte.","Osterr Osth",,"Osterr Osth"
0006-1727,,0006-1727,"Revista de la Biblioteca Nacional José Martí.","Rev Bibl Nac Jose Marti",,"Rev Bibl Nac Jose Marti"
0300-9513,,0300-9513,"Revue française d'histoire d'outre-mer","Rev Fr Hist Outre Mer",RFHOM,"Rev Fr Hist Outre Mer"
0043-0838,,0043-0838,"Research studies : a quarterly publication of Washington State University.","Res Stud",,"Res Stud"
0027-9358,,0027-9358,"National geographic.","Natl Geogr Mag","National geographic magazine","Natl Geogr Mag"
0027-9013,,0027-9013,"National civic review.","Natl Civ Rev",,"Natl Civ Rev"
0028-4750,,0028-4750,"The New-England galaxy.","N Engl Galaxy",,"N Engl Galaxy"
0026-3451,,0026-3451,"The Midwest quarterly.","Midwest Q (Pittsb)",,"Midwest Q (Pittsb)"
0075-4250,,0075-4250,"Journal of glass studies.","J Glass Stud",,"J Glass Stud"
0021-969X,,0021-969X,"A Journal of Church and State.","J Church State",,"J Church State"
0025-4878,,0025-4878,"The Massachusetts review.","Mass Rev",,"Mass Rev"
0368-3303,,0368-3303,"Journal of the Asiatic Society.","J Asiat Soc",,"J Asiat Soc"
0017-3916,,0017-3916,"Greek, Roman and Byzantine studies.","Greek Roman Byz Stud (Cambridge Mass)",,"Greek Roman Byz Stud (Cambridge Mass)"
0015-7902,,0015-7902,"Forschungen zur Volks- und Landeskunde.","Forsch Volks Landeskd",,"Forsch Volks Landeskd"
0015-5675,,0015-5675,"Folia orientalia.","Folia Orient",,"Folia Orient"
0391-1721,,,"Atti e memorie - Accademia nazionale di scienze, lettere e arti, Modena.","Atti Mem Accad Naz Sci Lett Arti Modena",,"Atti Mem Accad Naz Sci Lett Arti Modena"
0071-8408,,0071-8408,"Bulletin philologique et historique (jusqu'à 1610) du Comité des travaux historiques et scientifiques.","Bull Philol Hist","Bulletin philologique et historique du Comité des travaux historiques et scientifiques","Bull Philol Hist"
0008-0160,,0008-0160,"Cahiers du monde russe et soviétique.","Cah Monde Russe Sov",,"Cah Monde Russe Sov"
0068-4023,,0068-4023,"Bulletin de philosophie médiévale.","Bull Philos Mediev",Bulletin,"Bull Philos Mediev"
0007-0106,,0007-0106,"Brigham Young University studies.","Brigham Young Univ Stud","BYU studies","Brigham Young Univ Stud"
,,,"Aust-Agder arv.","Aust Agder Arv",,"Aust Agder Arv"
,,,"Asiatische Forschungen.","Asiat Forsch",,"Asiat Forsch"
0004-1408,,0004-1408,"Arizona and the West.","Ariz West","Arizona & the West","Ariz West"
0570-2771,,0570-2771,Antaios.,Antaios,,Antaios
0511-0726,,0511-0726,"A.A.G. bijdragen","A A G Bijdr","AAG bijdragen","A A G Bijdr"
0577-750X,,0577-750X,"Zhi wu bao hu xue hui hui kan Plant protection bulletin.","Zhi Wu Bao Hu Xue Hui Hui Kan","Plant protection bulletin",
0029-5035,,0029-5035,"Nova Hedwigia.","Nova Hedwigia",,
0006-8055,,0006-8055,"Botanica marina.","Botanica Marina",,
0021-8995,1097-4628,0021-8995,"Journal of applied polymer science.","J Appl Polym Sci",,"J Appl Polym Sci"
,,,"Journal Of The National Association Of Seventh-Day Adventist Dentists.","J Natl Assoc Seventh Day Advent Dent",,"J Natl Assoc Seventh Day Advent Dent"
,,,"Ocds Bulletin.","OCDS Bull",,"OCDS Bull"
1066-6095,,1066-6095,"The Daily Washington law reporter.","Dly Wash Law Report","Washington law reporter","Dly Wash Law Report"
0020-6555,,0020-6555,"International development review.","Int Dev Rev",,"Int Dev Rev"
0099-9660,,0099-9660,"The Wall Street journal.","Wall St J (East Ed)",,"Wall St J (East Ed)"
0025-4010,,0025-4010,Marriage.,Marriage,,Marriage
0021-6534,,0021-6534,"Jewish Journal Of Sociology.","Jew J Sociol",,"Jew J Sociol"
0013-4686,,0013-4686,"Electrochimica acta.","Electrochim. Acta",,"Electrochim Acta"
0003-3561,,0003-3561,"Animal production.","Anim Prod",,"Anim Prod"
0004-3559,,0004-3559,"Artha vijñāna : journal of the Gokhale Institute of Politics and Economics, Poona (India) = Artha vijñāna : Gokhale Artha Śāstra Samsthā Dvārā Prakāśita Traimēsika Pātrikā.","Artha Vijnana","Artha vijñāna","Artha Vijnana"
0032-0781,1471-9053,0032-0781,"Plant & cell physiology.","Plant Cell Physiol.","Plant and cell physiology","Plant Cell Physiol"
0036-7273,,0036-7273,"Schweizer Archiv für Neurologie, Neurochirurgie und Psychiatrie = Archives suisses de neurologie, neurochirurgie et de psychiatrie.","Schweiz Arch Neurol Neurochir Psychiatr","Archives suisses de neurologie, neurochirurgie et de psychiatrie","Schweiz Arch Neurol Neurochir Psychiatr"
0017-4866,,0017-4866,"Grudnaia khirurgiia","Grudn Khir",,"Grudn Khir"
0016-450X,,0016-450X,"Gann = Gan.",Gann,Gan,Gann
0569-9886,,0569-9886,"Anales chilenos de historia de la medicina.","An Chil Hist Med",,"An Chil Hist Med"
0019-5111,,0019-5111,"The Indian journal of chest diseases.","Indian J Chest Dis",,"Indian J Chest Dis"
0033-3158,,0033-3158,Psychopharmacologia.,Psychopharmacologia,"Psychopharmacologia (Berlin)",Psychopharmacologia
,,,Nuclear-Medizin.,"Nucl Med (Stuttg)","Médecine nucléaire","Nucl Med (Stuttg)"
0069-0112,,0069-0112,"Cancer chemotherapy reports. Part 1.","Cancer Chemother Rep",,"Cancer Chemother Rep"
0105-189X,,0105-189X,Odont.,Odont,,Odont
0376-4672,,0376-4672,"Taehan Ch'ikkwa Uisa Hyŏphoe chi.","Taehan Chikkwa Uisa Hyophoe Chi","Daihan c̆igwa üisa hyebhoi-ji","Taehan Chikkwa Uisa Hyophoe Chi"
0016-8998,,0016-8998,"Gerontologia clinica.","Gerontol Clin (Basel)","Geront Clin","Gerontol Clin (Basel)"
0011-9040,,0011-9040,"Dermatologia ibero latino-americana.","Dermatol Iber Lat Am",,"Dermatol Iber Lat Am"
0567-882X,,0567-882X,"Actualités neurophysiologiques.","Actual Neurophysiol (Paris)","Trends in neurophysiology","Actual Neurophysiol (Paris)"
0079-6352,,0079-6352,"Progress in industrial microbiology.","Prog Ind Microbiol","Progr Industr Microbiol","Prog Ind Microbiol"
0007-0971,,0007-0971,"British journal of diseases of the chest.","Br J Dis Chest","Brit J Dis Chest","Br J Dis Chest"
0036-4665,1678-9946,0036-4665,"Revista do Instituto de Medicina Tropical de São Paulo.","Rev. Inst. Med. Trop. Sao Paulo","Rev Inst Med Trop S Paulo","Rev Inst Med Trop Sao Paulo"
0026-1742,,0026-1742,"Revista de la Facultad de Medicina, Universidad Nacional Autónoma de México.","Rev Fac Med Univ Nac Auton Mex",,"Rev Fac Med Univ Nac Auton Mex"
0041-8307,,0041-8307,"Revista de la Facultad de Farmacia, Universidad Central de Venezuela.","Rev Fac Farm Univ Cent Venez","Revista de la Facultad de Farmacia","Rev Fac Farm Univ Cent Venez"
0375-0752,,0375-0752,"Revista de la Facultad de Ciencias Médicas.","Rev Fac Cienc Med",,"Rev Fac Cienc Med"
0163-5565,,0163-5565,"The Quarterly of the National Dental Association, Inc.","Q Natl Dent Assoc",,"Q Natl Dent Assoc"
0037-5683,,0037-5683,"The Journal of the Singapore Paediatric Society.","J Singapore Paediatr Soc",,"J Singapore Paediatr Soc"
0568-5168,,0568-5168,"Izvestiia Akademii nauk Kirgizskoĭ SSR. Seriia biologicheskikh nauk.","Izv Akad Nauk Kirg Ssr Biol",,"Izv Akad Nauk Kirg Ssr Biol"
0489-3824,,0489-3824,"Boletín de la Sociedad Valenciana de Pediatría.","Bol Soc Valencia Pediatr",,"Bol Soc Valencia Pediatr"
0304-498X,,0304-498X,"Boletín de la Sociedad Catalana de Pediatría.","Bol Soc Catalana Pediatr","Anales de medicina","Bol Soc Catalana Pediatr"
0385-0137,,0385-0137,"Shika Kiso Igakkai zasshi = Japanese journal of oral biology.","Shika Kiso Igakkai Zasshi","Japanese journal of oral biology","Shika Kiso Igakkai Zasshi"
,,,"Psychopharmacology Service Center bulletin.","Psychopharmacol Serv Cent Bull",,"Psychopharmacol Serv Cent Bull"
0385-2385,,0385-2385,"Nihon Jinzo Gakkai shi.","Nihon Jinzo Gakkai Shi","Japanese journal of nephrology","Nihon Jinzo Gakkai Shi"
0576-8039,,,"Carney Hospital journal.","Carney Hosp J",,"Carney Hosp J"
0583-8517,,0583-8517,"Bulletin - Société française d'histoire des hôpitaux.","Bull Soc Fr Hist Hop","Bulletin de la Société française d'histoire des hôpitaux","Bull Soc Fr Hist Hop"
0518-9160,,0518-9160,"Boletín de la Asociación Argentina de Odontología para Niños.","Bol Asoc Argent Odontol Ninos","Boletín de la AAON","Bol Asoc Argent Odontol Ninos"
0049-1101,,0049-1101,"Bulletin de la Société médicale d'Afrique noire de langue française.","Bull Soc Med Afr Noire Lang Fr",,"Bull Soc Med Afr Noire Lang Fr"
0096-1736,,0096-1736,"Journal of occupational medicine. : official publication of the Industrial Medical Association.","J Occup Med",JOM,"J Occup Med"
0020-3645,,0020-3645,"Anales del Instituto Barraquer.","An Inst Barraquer",,"An Inst Barraquer"
0018-1404,,0018-1404,"Hifuka no rinsho. Rinsho derma (Tokyo).","Hifuka No Rinsho","Rinsho derma (Tokyo)","Hifuka No Rinsho"
0001-9402,,0001-9402,"Aerospace medicine.","Aerosp Med","Aerospace Med","Aerosp Med"
0285-1520,,0285-1520,"Shishitsu seikagaku kenkyu. [Studies on biochemistry of lipids].","Shishitsu Seikagaku Kenkyu","Proceedings of Japanese Conference on the Biochemistry of Lipids",
0071-786X,,0071-786X,"Fortschritte der Arzneimittelforschung. Progress in drug research. Progrès des recherches pharmaceutiques.","Fortschr Arzneimittelforsch",Arzneimittelforschung,"Fortschr Arzneimittelforsch"
,,,Proceedings.,"Proc Annu Clin Spinal Cord Inj Conf","Proceedings of the annual Clinical Spinal Cord Injury Conference","Proc Annu Clin Spinal Cord Inj Conf"
0004-9581,,0004-9581,"The Australian journal of statistics.","Aust J Stat",,"Aust J Stat"
0258-2589,,0258-2589,"Medicina experimentalis. International journal of experimental medicine.","Med Exp Int J Exp Med","International journal of experimental medicine","Med Exp Int J Exp Med"
,,,Probleme.,"Probl Symp Aktuell Ther",,"Probl Symp Aktuell Ther"
0449-1939,,0449-1939,"Journal de physiologie. Supplément.","J Physiol Suppl (Paris)",,"J Physiol Suppl (Paris)"
0009-5907,,0009-5907,"Chromatographic reviews.","Chromatogr Rev",,"Chromatogr Rev"
0031-0808,1827-1898,0031-0808,"Panminerva medica.","Panminerva Med",,"Panminerva Med"
0026-9565,,0026-9565,"Mondo odontostomatologico.","Mondo Odontostomatol",,"Mondo Odontostomatol"
0033-4928,,0033-4928,"Quaderni di criminologia clinica.","Quad Criminol Clin","Rassegna di studi penitenziari","Quad Criminol Clin"
0041-3771,,0041-3771,Tsitologiia.,Tsitologiia,,Tsitologiia
0041-008X,1096-0333,0041-008X,"Toxicology and applied pharmacology.","Toxicol. Appl. Pharmacol.","Toxic Appl Pharmacol","Toxicol Appl Pharmacol"
0044-4057,,0044-4057,"Zentralblatt für Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Zweite naturwissenschaftliche Abt.: Allgemeine, landwirtschaftliche und technische Mikrobiologie.","Zentralbl Bakteriol Parasitenkd Infektionskr Hyg",,"Zentralbl Bakteriol Parasitenkd Infektionskr Hyg"
0042-9694,,0042-9694,"WHO chronicle.","WHO Chron",,"WHO Chron"
0048-2951,,0048-2951,Parassitologia.,Parassitologia,,Parassitologia
0069-5319,,0069-5319,"Collected works on cardio-pulmonary disease.","Coll Works Cardiopulm Dis","Cardio-pulmonary disease","Coll Works Cardiopulm Dis"
0488-1281,,0488-1281,"Seishin igaku. Clinical psychiatry.","Seishin Igaku","Clinical psychiatry","Seishin Igaku"
0031-0549,,0031-0549,Pammatone.,Pammatone,,Pammatone
0032-7077,,0032-7077,"Praxis der Psychotherapie.","Prax Psychother",,"Prax Psychother"
0035-631X,,0035-631X,"Rivista di medicina aeronautica e spaziale.","Riv Med Aeronaut Spaz","Riv Med Aero","Riv Med Aeronaut Spaz"
0301-5130,,0301-5130,"Archivos venezolanos de medicina tropical y parasitología médica.","Arch Venez Med Trop Parasitol Med",,"Arch Venez Med Trop Parasitol Med"
0040-1706,,0040-1706,"Technometrics : a journal of statistics for the physical, chemical, and engineering sciences.",Technometrics,,Technometrics
0038-4275,,0038-4275,"Southern journal of optometry.","South J Optom",,"South J Optom"
0020-8701,,0020-8701,"International social science journal.","Int Soc Sci J",,"Int Soc Sci J"
0036-3634,1606-7916,0036-3634,"Salud pública de México.","Salud Publica Mex",SPM,"Salud Publica Mex"
0035-6069,,,"Rivista di chirurgia pediatrica.","Riv Chir Pediatr",,"Riv Chir Pediatr"
1824-0852,1971-1441,1824-0852,"Annali di stomatologia.","Ann Stomatol (Roma)","Journal of odontostomatologic sciences","Ann Stomatol (Roma)"
0574-7791,,0574-7791,"Current studies on the nature of brain function.","Curr Stud Nat Brain Funct",,"Curr Stud Nat Brain Funct"
0048-7279,,0048-7279,"Reports on rheumatic diseases.","Rep Rheum Dis","Rheumatic diseases","Rep Rheum Dis"
0485-8611,,0485-8611,"Radiation research. Supplement.","Radiat Res Suppl",,"Radiat Res Suppl"
0031-7004,,0031-7004,"The Pharmacologist.",Pharmacologist,,Pharmacologist
0031-7128,,0031-7128,"Pharmazeutische Rundschau.","Pharm Rundsch",,"Pharm Rundsch"
0030-9907,,,"The Pakistan journal of surgery, gynaecology, and obstetrics.","Pak J Surg Gynaecol Obstet",,"Pak J Surg Gynaecol Obstet"
0029-1455,,0029-1455,"Nordisk psykiatrisk tidsskrift. Nordic journal of psychiatry.","Nord Psykiatr Tidsskr","Nordic journal of psychiatry","Nord Psykiatr Tidsskr"
0546-0352,,0546-0352,"The Nihon University journal of medicine.","Nihon Univ J Med",,"Nihon Univ J Med"
0470-8105,1349-8029,0470-8105,"Neurologia medico-chirurgica.","Neurol. Med. Chir. (Tokyo)","Shinkei geka","Neurol Med Chir (Tokyo)"
,,,"Monitore ostetrico-ginecologico di endocrinologia e del metabolismo.","Monit Ostet Ginecol Endocrinol Metab",,"Monit Ostet Ginecol Endocrinol Metab"
0026-4903,1827-1685,0026-4903,"Minerva oftalmologica.","Minerva Oftalmol","Minerva medica. Supplement","Minerva Oftalmol"
0001-7604,,0001-7604,"Activitas nervosa superior.","Act Nerv Super (Praha)","Activ Nerv Sup (Praha)","Act Nerv Super (Praha)"
0015-5632,1874-9356,0015-5632,"Folia microbiologica.","Folia Microbiol. (Praha)",,"Folia Microbiol (Praha)"
0025-8164,,0025-8164,"Medico-legal bulletin.","Med Leg Bull",,"Med Leg Bull"
0022-2275,,0022-2275,"Journal of lipid research.","J. Lipid Res.",,"J Lipid Res"
0555-6015,,0555-6015,"Public health papers.","Public Health Pap","WHO Public Health Pap","Public Health Pap"
0048-5748,,0048-5748,"Psychological issues.","Psychol Issues","Psychological issues. Monograph","Psychol Issues"
0030-6266,,0030-6266,"Ospedali d'Italia - chirurgia.","Osp Ital Chir",,"Osp Ital Chir"
0075-4404,,0075-4404,"Journal of ultrastructure research. Supplement.","J Ultrastruct Res Suppl",,"J Ultrastruct Res Suppl"
0022-5223,1097-685X,0022-5223,"The Journal of thoracic and cardiovascular surgery.","J. Thorac. Cardiovasc. Surg.","J Thorac Cardiov Surg","J Thorac Cardiovasc Surg"
0007-0556,,0007-0556,"British Columbia medical journal.","B C Med J","MJ,","B C Med J"
0020-7144,1744-5183,0020-7144,"The International journal of clinical and experimental hypnosis.","Int J Clin Exp Hypn","Clinical and experimental hypnosis","Int J Clin Exp Hypn"
0074-7742,,0074-7742,"International review of neurobiology.","Int. Rev. Neurobiol.",Neurobiology,"Int Rev Neurobiol"
0020-7616,,0020-7616,"International journal of radiation biology and related studies in physics, chemistry, and medicine.","Int. J. Radiat. Biol. Relat. Stud. Phys. Chem. Med.","Radiation biology","Int J Radiat Biol Relat Stud Phys Chem Med"
0020-7446,,0020-7446,"International journal of neurology.","Int. J. Neurol.","Internationale Zeitschrift für Neurologie","Int J Neurol"
0015-5616,,0015-5616,"Folia medica Cracoviensia.","Folia Med Cracov",,"Folia Med Cracov"
0069-4037,,0069-4037,"Ciba Foundation study group.","Ciba Found Study Group",,"Ciba Found Study Group"
,,,"I. C. R. S. medical reports.","ICRS Med Rep","ICRS Med Rep","ICRS Med Rep"
0012-1606,1095-564X,0012-1606,"Developmental biology.","Dev. Biol.","Develop Biol","Dev Biol"
0008-4093,,0008-4093,"Canadian journal of genetics and cytology. Journal canadien de génétique et de cytologie.","Can. J. Genet. Cytol.","Journal canadien de génétique et de cytologie","Can J Genet Cytol"
0006-3452,,0006-3452,"Biometrische Zeitschrift.","Biom Z","Biometrical journal","Biom Z"
0011-393X,,0011-393X,"Current therapeutic research, clinical and experimental.","Curr Ther Res Clin Exp","Current therapeutic research.","Curr Ther Res Clin Exp"
0010-8650,,0010-8650,"Cor et vasa.","Cor Vasa","International journal of cardiology","Cor Vasa"
0009-4811,,0009-4811,"Chirurgia urologica.","Chir Urol",,"Chir Urol"
0006-291X,1090-2104,0006-291X,"Biochemical and biophysical research communications.","Biochem. Biophys. Res. Commun.",BBRC,"Biochem Biophys Res Commun"
0067-8155,,0067-8155,"Bibliotheca radiologica.","Bibl Radiol","Radiologia clinica. Supplement","Bibl Radiol"
0067-5156,,0067-5156,"Beiträge zur Neurochirurgie.","Beitr Neurochir",,"Beitr Neurochir"
0300-8991,,0300-8991,"Archivio italiano di dermatologia, venereologia, e sessuologia.","Arch Ital Dermatol Venereol Sessuol","Arch Ital Derm Vener","Arch Ital Dermatol Venereol Sessuol"
0044-8710,,0044-8710,"Archives of child health.","Arch Child Health",,"Arch Child Health"
0090-0044,,0090-0044,"The National union catalog of manuscript collections.","Natl Union Cat Manuscr Collect","Library of Congress catalogs","Natl Union Cat Manuscr Collect"
0014-4886,1090-2430,0014-4886,"Experimental neurology.","Exp. Neurol.","Exp. Neur., N. Y.","Exp Neurol"
0001-2475,,0001-2475,ASHA.,ASHA,,ASHA
0003-0805,,0003-0805,"The American review of respiratory disease.","Am. Rev. Respir. Dis.","American review of respiratory disease. Abstracts","Am Rev Respir Dis"
0002-4538,,0002-4538,"Alaska medicine.","Alaska Med",,"Alaska Med"
0001-9518,,0001-9518,"Ärztliche Jugendkunde.","Arztl Jugendkd","ARZTL JUGENDKD","Arztl Jugendkd"
0065-2164,,0065-2164,"Advances in applied microbiology.","Adv. Appl. Microbiol.","Applied microbiology","Adv Appl Microbiol"
0044-605X,1751-0147,0044-605X,"Acta veterinaria Scandinavica.","Acta Vet. Scand.",,"Acta Vet Scand"
0001-7078,,0001-7078,"Acta tuberculosea et pneumologica Belgica.","Acta Tuberc Pneumol Belg","Acta Tuberc Belg","Acta Tuberc Pneumol Belg"
0001-5423,,0001-5423,"Acta chirurgiae plasticae.","Acta Chir Plast","International journal of plastic surgery","Acta Chir Plast"
0515-2720,,0515-2720,"Acta anaesthesiologica Scandinavica. Supplementum.","Acta Anaesthesiol Scand Suppl","Acta anaesthesiologica Scandinavica. Supplement","Acta Anaesthesiol Scand Suppl"
0001-0782,,0001-0782,"Communications of the ACM.","Commun ACM",,"Commun ACM"
0030-087X,,0030-087X,"The Ohio dental journal.","Ohio Dent J",Newsnotes,"Ohio Dent J"
0035-1792,,0035-1792,"Revue de tuberculose et de pneumologie.","Rev Tuberc Pneumol (Paris)","Rev Tuberc (Par)","Rev Tuberc Pneumol (Paris)"
0025-6951,,0025-6951,"Medical affairs.","Med Aff",,"Med Aff"
0043-3012,,0043-3012,"West African pharmacist.","West Afr Pharm",,"West Afr Pharm"
0001-5822,,0001-5822,"Acta hepato-splenologica.","Acta Hepatosplenol","Acta Hepatosplen (Stuttgart)","Acta Hepatosplenol"
,,,"Revue de l'athérosclérose.","Rev Atheroscler","Rev Atheroscler (Paris)","Rev Atheroscler"
0550-4031,,0550-4031,"Nutritio et dieta; European review of nutrition and dietetics.","Nutr Dieta Eur Rev Nutr Diet","European review of nutrition and dietetics","Nutr Dieta Eur Rev Nutr Diet"
0025-732X,1523-2859,0025-732X,"The Medical letter on drugs and therapeutics.","Med Lett Drugs Ther","Medical letter","Med Lett Drugs Ther"
0003-472X,,0003-472X,"Annali Sclavo; rivista di microbiologia e di immunologia.","Ann Sclavo",,"Ann Sclavo"
0529-9608,,0529-9608,"La Clinica ginecologica.","Clin Ginecol",,"Clin Ginecol"
0016-8106,,0016-8106,"Georgetown medical bulletin.","Georgetown Med Bull",,"Georgetown Med Bull"
0433-2644,,0433-2644,"Geka chiryo. Surgical therapy.","Geka Chiryo","Surgical therapy","Geka Chiryo"
0022-2836,1089-8638,0022-2836,"Journal of molecular biology.","J. Mol. Biol.","J Molec Biol","J Mol Biol"
0040-4039,,0040-4039,"Tetrahedron letters.","Tetrahedron Lett.",,"Tetrahedron Lett"
0016-4488,,0016-4488,"Ganka. Ophthalmology.",Ganka,Ophthalmology,Ganka
0204-8043,,0204-8043,"Folia medica.","Folia Med (Plovdiv)",,"Folia Med (Plovdiv)"
,,,"Queensland nurses journal.","Qld Nurses J",,"Qld Nurses J"
0555-3393,,,"Professional nursing home.","Prof Nurs Home",,"Prof Nurs Home"
,,,Newsletter.,"Newsl Wis League Nurs","Newsletter, Wisconsin League for Nursing","Newsl Wis League Nurs"
0011-8265,,0011-8265,Demografie.,Demografie,,Demografie
0006-3134,,0006-3134,"Biologia plantarum.","Biol. Plant.",,
0095-9618,,0095-9618,"Journal of oral surgery, anesthesia, and hospital dental service.","J Oral Surg Anesth Hosp Dent Serv","J Oral Surg","J Oral Surg Anesth Hosp Dent Serv"
0083-1921,,0083-1921,"National Cancer Institute monograph.","Natl Cancer Inst Monogr","Nat Cancer Inst Monogr","Natl Cancer Inst Monogr"
0029-7429,,,"Ob/gyn digest.","Ob Gyn Dig",,"Ob Gyn Dig"
0376-2122,,0376-2122,"Recent advances in biological psychiatry.","Recent Adv Biol Psychiatry","Proceedings of the annual convention and scientific program of the Society of Biological Psychiatry","Recent Adv Biol Psychiatry"
0080-763X,,,Sciences.,"Sciences (PARIS)","Sciences et l'enseignement des sciences","Sciences (PARIS)"
0047-2077,,0047-2077,"Jornal brasileiro de medicina.","J Bras Med",,"J Bras Med"
0546-8655,,,"Novosti meditsinskoĭ tekhniki.","Nov Med Tekh","Nov Med Tekhn","Nov Med Tekh"
0536-1184,,,Proceedings.,"Proc IBM Med Symp",,"Proc IBM Med Symp"
0368-4512,,0368-4512,"The Journal of tropical pediatrics and African child health.","J Trop Pediatr Afr Child Health",,"J Trop Pediatr Afr Child Health"
,,,"Russian review of biology.",,,
0021-292X,,0021-292X,"Italian general review of dermatology.","Ital Gen Rev Dermatol","Revue générale italienne de dermatologie","Ital Gen Rev Dermatol"
0023-6039,,0023-6039,"Kyoto Daigaku kokukagaku kiyo. Bulletin of stomatology, Kyoto University.","Kyoto Daigaku Kokukagaku Kiyo","Bulletin of stomatology Kyoto University","Kyoto Daigaku Kokukagaku Kiyo"
0047-1879,,0047-1879,"Sangyō igaku. Japanese journal of industrial health.","Sangyo Igaku","Japanese journal of industrial health","Sangyo Igaku"
,,,"Technical note.","Tech Note U S Natl Aeronaut Space Adm","Nat Aero Space Admin Techn Notes","Tech Note U S Natl Aeronaut Space Adm"
,,,"COO [reports].","COO Rep",,"COO Rep"
0031-7047,,0031-7047,"Pharmacy in history.","Pharm Hist",,"Pharm Hist"
,,,"Terramycine informations.","Terramycine Inf","Terramycine inform","Terramycine Inf"
0040-165X,1097-3729,0040-165X,"Technology and culture.","Technol Cult",,"Technol Cult"
1226-0053,,1226-0053,"[Chapchi] Journal.","Taehan Oekwa Hakhoe Chapchi","Journal of the Korean Surgical Society","Taehan Oekwa Hakhoe Chapchi"
0886-0394,,0886-0394,"The Family life coordinator.","Fam Life Coord",,"Fam Life Coord"
0084-2230,1662-3975,0084-2230,"World review of nutrition and dietetics.","World Rev Nutr Diet",,"World Rev Nutr Diet"
,,,"Der Sportarzt vereinigt mit Sportmedizin.","Sportarzt Ver Sportmed",,"Sportarzt Ver Sportmed"
0003-9969,1879-1506,0003-9969,"Archives of oral biology.","Arch. Oral Biol.",,"Arch Oral Biol"
,,,"The Southern medical journal.",,,
0584-1143,,,"Die Sonde.",Sonde,,Sonde
0582-9879,,0582-9879,"Sheng wu hua xue yu sheng wu wu li xue bao Acta biochimica et biophysica Sinica.","Sheng Wu Hua Xue Yu Sheng Wu Wu Li Xue Bao","Acta biochimica et biophysica Sinica","Sheng Wu Hua Xue Yu Sheng Wu Wu Li Xue Bao (Shanghai)"
0028-3851,,0028-3851,"Neurología, neurocirugía, psiquiatría.","Neurol Neurocir Psiquiatr",,"Neurol Neurocir Psiquiatr"
0035-4376,,0035-4376,"Les Revues médicales normandes.","Rev Med Normandes",,"Rev Med Normandes"
0034-673X,,0034-673X,"Review of religious research.","Rev Relig Res",,"Rev Relig Res"
0031-5850,1878-9080,0031-5850,Persoonia.,Persoonia,,Persoonia
,,,"Obstetricia prática.","Obstet Prat",,"Obstet Prat"
